YEAR,STATE,ST_Num,COUNTY,CTY_Num,TRACT_Num,Total_Housing_Units,Total_Vacant,Median_Home_Value,Foreign_Born,Median_Home_Age,Single_Family_Detached
1960,Kentucky,21,Jefferson,111,1,667,194,59983,4,21,313
1960,Kentucky,21,Jefferson,111,2,1400,569,59983,21,21,818
1960,Kentucky,21,Jefferson,111,3,902,181,59983,8,21,691
1960,Kentucky,21,Jefferson,111,4,1701,265,99973,66,21,1579
1960,Kentucky,21,Jefferson,111,5,841,292,59983,8,21,609
1960,Kentucky,21,Jefferson,111,6,1704,688,59983,8,21,991
1960,Kentucky,21,Jefferson,111,7,1580,494,59983,46,21,1048
1960,Kentucky,21,Jefferson,111,8,1012,236,99973,43,21,643
1960,Kentucky,21,Jefferson,111,9,1141,437,99973,0,21,597
1960,Kentucky,21,Jefferson,111,10,2035,1042,59983,12,21,1420
1960,Kentucky,21,Jefferson,111,11,1672,480,99973,37,21,1317
1960,Kentucky,21,Jefferson,111,12,818,170,59983,0,15.5,672
1960,Kentucky,21,Jefferson,111,13,893,400,59983,5,21,729
1960,Kentucky,21,Jefferson,111,14,1430,2361,59983,0,5,421
1960,Kentucky,21,Jefferson,111,15,1739,678,59983,25,21,1380
1960,Kentucky,21,Jefferson,111,16,1713,476,59983,40,21,1394
1960,Kentucky,21,Jefferson,111,17,1385,462,59983,24,21,916
1960,Kentucky,21,Jefferson,111,18,1551,638,59983,28,21,758
1960,Kentucky,21,Jefferson,111,19,1230,1104,59983,3,21,501
1960,Kentucky,21,Jefferson,111,20,1590,1329,59983,9,21,850
1960,Kentucky,21,Jefferson,111,21,2030,884,59983,33,21,1106
1960,Kentucky,21,Jefferson,111,22,1554,589,19994,16,21,933
1960,Kentucky,21,Jefferson,111,23,2094,943,59983,19,21,1541
1960,Kentucky,21,Jefferson,111,24,1558,1431,59983,5,21,908
1960,Kentucky,21,Jefferson,111,25,1834,1931,59983,0,21,722
1960,Kentucky,21,Jefferson,111,26,1518,915,59983,8,21,813
1960,Kentucky,21,Jefferson,111,27,2195,1226,59983,6,21,1426
1960,Kentucky,21,Jefferson,111,28,1226,528,59983,4,21,827
1960,Kentucky,21,Jefferson,111,29,770,783,59983,15,21,361
1960,Kentucky,21,Jefferson,111,30,1946,2976,59983,19,21,980
1960,Kentucky,21,Jefferson,111,31,800,1276,99973,4,21,128
1960,Kentucky,21,Jefferson,111,32,503,718,59983,0,21,139
1960,Kentucky,21,Jefferson,111,33,1071,972,19994,0,21,503
1960,Kentucky,21,Jefferson,111,34,895,516,59983,7,21,353
1960,Kentucky,21,Jefferson,111,35,1217,905,59983,11,15.5,404
1960,Kentucky,21,Jefferson,111,36,2597,764,59983,36,15.5,2031
1960,Kentucky,21,Jefferson,111,37,1417,619,59983,22,21,725
1960,Kentucky,21,Jefferson,111,38,1523,340,59983,4,21,1223
1960,Kentucky,21,Jefferson,111,39,1931,673,59983,31,15.5,1494
1960,Kentucky,21,Jefferson,111,40,888,239,59983,9,21,686
1960,Kentucky,21,Jefferson,111,41,1417,596,59983,34,21,681
1960,Kentucky,21,Jefferson,111,42,730,137,59983,12,15.5,634
1960,Kentucky,21,Jefferson,111,43,2254,1315,59983,42,5,1238
1960,Kentucky,21,Jefferson,111,44,1673,431,99973,40,21,1274
1960,Kentucky,21,Jefferson,111,45,1159,213,59983,25,15.5,1063
1960,Kentucky,21,Jefferson,111,46,1653,377,99973,37,15.5,1520
1960,Kentucky,21,Jefferson,111,47,726,465,0,13,21,142
1960,Kentucky,21,Jefferson,111,48,532,451,19994,25,21,58
1960,Kentucky,21,Jefferson,111,49,1327,1338,139962,25,21,122
1960,Kentucky,21,Jefferson,111,50,1752,1446,99973,31,21,112
1960,Kentucky,21,Jefferson,111,51,2479,1806,99973,89,21,836
1960,Kentucky,21,Jefferson,111,52,3139,2138,99973,116,21,210
1960,Kentucky,21,Jefferson,111,53,1525,964,99973,46,21,248
1960,Kentucky,21,Jefferson,111,54,235,82,59983,8,21,156
1960,Kentucky,21,Jefferson,111,55,1428,585,59983,15,21,870
1960,Kentucky,21,Jefferson,111,56,1629,833,59983,15,15.5,920
1960,Kentucky,21,Jefferson,111,57,1431,981,59983,8,21,289
1960,Kentucky,21,Jefferson,111,58,924,874,59983,44,21,31
1960,Kentucky,21,Jefferson,111,59,2318,2468,59983,51,21,819
1960,Kentucky,21,Jefferson,111,60,1185,1008,59983,14,21,662
1960,Kentucky,21,Jefferson,111,61,819,730,59983,31,21,114
1960,Kentucky,21,Jefferson,111,62,1821,2131,59983,10,21,913
1960,Kentucky,21,Jefferson,111,63,1751,744,59983,45,21,1293
1960,Kentucky,21,Jefferson,111,64,1393,658,59983,56,21,511
1960,Kentucky,21,Jefferson,111,65,1083,550,59983,41,21,676
1960,Kentucky,21,Jefferson,111,66,2386,1387,59983,77,21,662
1960,Kentucky,21,Jefferson,111,67,859,420,59983,11,21,494
1960,Kentucky,21,Jefferson,111,68,1494,391,59983,49,21,907
1960,Kentucky,21,Jefferson,111,69,1311,364,59983,31,21,882
1960,Kentucky,21,Jefferson,111,70,1325,221,99973,72,21,994
1960,Kentucky,21,Jefferson,111,71,1899,623,59983,63,21,1597
1960,Kentucky,21,Jefferson,111,72,818,516,59983,44,21,512
1960,Kentucky,21,Jefferson,111,73,529,282,59983,3,21,211
1960,Kentucky,21,Jefferson,111,74,1511,690,59983,35,21,953
1960,Kentucky,21,Jefferson,111,75,1965,213,0,143,5,1831
1960,Kentucky,21,Jefferson,111,76,1929,656,99973,53,21,1283
1960,Kentucky,21,Jefferson,111,77,1018,344,139962,35,21,596
1960,Kentucky,21,Jefferson,111,78,1567,326,99973,73,21,1354
1960,Kentucky,21,Jefferson,111,79,984,387,99973,48,21,587
1960,Kentucky,21,Jefferson,111,80,562,181,59983,15,21,362
1960,Kentucky,21,Jefferson,111,81,1890,674,59983,23,21,1073
1960,Kentucky,21,Jefferson,111,82,2375,1271,139962,175,21,834
1960,Kentucky,21,Jefferson,111,83,1330,516,139962,55,21,583
1960,Kentucky,21,Jefferson,111,84,1571,514,99973,137,21,1177
1960,Kentucky,21,Jefferson,111,85,1107,547,139962,144,21,533
1960,Kentucky,21,Jefferson,111,86,259,27,139962,4,21,257
1960,Kentucky,21,Jefferson,111,87,937,235,139962,91,5,696
1960,Kentucky,21,Jefferson,111,87,669,479,139962,26,15.5,300
1960,Kentucky,21,Jefferson,111,88,1481,566,139962,231,21,885
1960,Kentucky,21,Jefferson,111,89,1583,272,139962,196,21,1405
1960,Kentucky,21,Jefferson,111,90,2641,728,99973,147,15.5,2246
1960,Kentucky,21,Jefferson,111,91,1524,313,99973,34,15.5,1257
1960,Kentucky,21,Jefferson,111,92,1519,269,99973,28,15.5,1407
1960,Kentucky,21,Jefferson,111,93,1442,129,99973,56,15.5,1329
1960,Kentucky,21,Jefferson,111,94,1466,267,59983,53,15.5,1151
1960,Kentucky,21,Jefferson,111,95,246,35,139962,35,15.5,233
1960,Kentucky,21,Jefferson,111,96,991,83,139962,49,15.5,933
1960,Kentucky,21,Jefferson,111,97,993,141,99973,92,5,875
1960,Kentucky,21,Jefferson,111,98,1232,163,0,57,15.5,1208
1960,Kentucky,21,Jefferson,111,99,1112,161,0,60,5,1027
1960,Kentucky,21,Jefferson,111,100,2810,245,0,190,5,2699
1960,Kentucky,21,Jefferson,111,101,1609,196,0,84,5,1564
1960,Kentucky,21,Jefferson,111,102,20,10,0,19,21,15
1960,Kentucky,21,Jefferson,111,103,1220,438,0,36,21,1132
1960,Kentucky,21,Jefferson,111,104,1633,358,0,61,15.5,1528
1960,Kentucky,21,Jefferson,111,105,942,38,139962,96,5,931
1960,Kentucky,21,Jefferson,111,106,1448,224,139962,47,15.5,1273
1960,Kentucky,21,Jefferson,111,107,1354,233,139962,49,5,1319
1960,Kentucky,21,Jefferson,111,108,934,39,139962,31,5,921
1960,Kentucky,21,Jefferson,111,109,3187,348,139962,211,5,3049
1960,Kentucky,21,Jefferson,111,110,2679,373,139962,110,5,2496
1960,Kentucky,21,Jefferson,111,111,2486,313,139962,52,5,2398
1960,Kentucky,21,Jefferson,111,112,603,27,139962,14,5,596
1960,Kentucky,21,Jefferson,111,113,2263,445,99973,18,5,2217
1960,Kentucky,21,Jefferson,111,114,2525,298,0,26,5,2408
1960,Kentucky,21,Jefferson,111,115,2114,264,0,29,5,2038
1960,Kentucky,21,Jefferson,111,116,935,239,0,8,21,873
1960,Kentucky,21,Jefferson,111,117,1861,264,0,4,5,1777
1960,Kentucky,21,Jefferson,111,118,1734,212,99973,35,5,1683
1960,Kentucky,21,Jefferson,111,119,3094,356,0,58,5,2948
1960,Kentucky,21,Jefferson,111,120,2786,400,0,34,5,2625
1960,Kentucky,21,Jefferson,111,121,4566,787,0,291,5,4259
1960,Kentucky,21,Jefferson,111,122,1556,213,0,8,5,1513
1960,Kentucky,21,Jefferson,111,123,954,77,99973,4,5,943
1960,Kentucky,21,Jefferson,111,124,4877,501,0,124,5,4715
1960,Kentucky,21,Jefferson,111,125,2648,310,0,49,5,2497
1960,Kentucky,21,Jefferson,111,126,4060,330,0,45,5,3916
1960,Kentucky,21,Jefferson,111,127,2323,453,59983,30,5,2153
1960,Kentucky,21,Jefferson,111,128,2200,503,99973,52,15.5,1941
1960,Kentucky,21,Jefferson,111,129,324,55,0,26,21,295
1960,Kentucky,21,Jefferson,111,130,609,66,0,34,21,544
1960,Kentucky,21,Jefferson,111,131,896,87,0,115,21,840
1960,Kentucky,21,Jefferson,111,132,257,5,0,8,15.5,251
1970,Kentucky,21,Jefferson,111,1,370,370,53387,14,25.5,251
1970,Kentucky,21,Jefferson,111,2,1004,1004,38134,0,25.5,630
1970,Kentucky,21,Jefferson,111,3,670,670,68641,5,25.5,586
1970,Kentucky,21,Jefferson,111,4,1717,1717,68641,10,25.5,1535
1970,Kentucky,21,Jefferson,111,5,723,723,38134,0,25.5,545
1970,Kentucky,21,Jefferson,111,6,1159,1159,68641,4,25.5,828
1970,Kentucky,21,Jefferson,111,7,1253,1253,68641,32,25.5,869
1970,Kentucky,21,Jefferson,111,8,809,809,68641,5,25.5,642
1970,Kentucky,21,Jefferson,111,9,1015,1015,68641,0,25.5,634
1970,Kentucky,21,Jefferson,111,10,1606,1606,53387,0,25.5,1233
1970,Kentucky,21,Jefferson,111,11,1602,1602,68641,5,25.5,1317
1970,Kentucky,21,Jefferson,111,12,846,846,68641,11,25.5,778
1970,Kentucky,21,Jefferson,111,13,443,443,68641,0,25.5,372
1970,Kentucky,21,Jefferson,111,14,1486,1486,68641,0,15.5,244
1970,Kentucky,21,Jefferson,111,15,1790,1790,68641,0,25.5,1269
1970,Kentucky,21,Jefferson,111,16,1610,1610,53387,10,25.5,1265
1970,Kentucky,21,Jefferson,111,17,1142,1142,68641,0,25.5,872
1970,Kentucky,21,Jefferson,111,18,1062,1062,53387,0,25.5,771
1970,Kentucky,21,Jefferson,111,19,1103,1103,38134,0,25.5,536
1970,Kentucky,21,Jefferson,111,20,1339,1339,53387,6,25.5,755
1970,Kentucky,21,Jefferson,111,21,1620,1619,38134,21,25.5,1055
1970,Kentucky,21,Jefferson,111,22,889,889,38134,27,25.5,626
1970,Kentucky,21,Jefferson,111,23,1769,1769,38134,17,25.5,1229
1970,Kentucky,21,Jefferson,111,24,1178,1178,38134,0,25.5,575
1970,Kentucky,21,Jefferson,111,25,869,869,38134,0,25.5,318
1970,Kentucky,21,Jefferson,111,26,833,833,53387,4,25.5,539
1970,Kentucky,21,Jefferson,111,27,1642,1641,38134,0,25.5,1137
1970,Kentucky,21,Jefferson,111,28,1098,1098,53387,29,25.5,652
1970,Kentucky,21,Jefferson,111,29,192,192,53387,0,25.5,31
1970,Kentucky,21,Jefferson,111,30,693,693,0,4,25.5,241
1970,Kentucky,21,Jefferson,111,31,202,202,0,0,25.5,21
1970,Kentucky,21,Jefferson,111,32,374,374,53387,0,25.5,105
1970,Kentucky,21,Jefferson,111,33,754,754,38134,0,25.5,374
1970,Kentucky,21,Jefferson,111,34,584,584,38134,7,25.5,286
1970,Kentucky,21,Jefferson,111,35,1000,1000,53387,12,25.5,282
1970,Kentucky,21,Jefferson,111,36,2532,2532,68641,30,25.5,1932
1970,Kentucky,21,Jefferson,111,37,1181,1179,53387,8,25.5,685
1970,Kentucky,21,Jefferson,111,38,1442,1440,68641,11,25.5,1210
1970,Kentucky,21,Jefferson,111,39,1903,1903,68641,31,25.5,1497
1970,Kentucky,21,Jefferson,111,40,837,837,68641,4,25.5,604
1970,Kentucky,21,Jefferson,111,41,1397,1397,68641,23,25.5,627
1970,Kentucky,21,Jefferson,111,42,666,666,68641,25,25.5,623
1970,Kentucky,21,Jefferson,111,43,2884,2884,68641,87,15.5,1130
1970,Kentucky,21,Jefferson,111,44,1956,1956,83894,30,25.5,1214
1970,Kentucky,21,Jefferson,111,45,1417,1417,83894,28,15.5,1187
1970,Kentucky,21,Jefferson,111,46,1739,1739,83894,26,25.5,1238
1970,Kentucky,21,Jefferson,111,47,180,180,0,5,25.5,10
1970,Kentucky,21,Jefferson,111,48,98,98,0,0,860,7
1970,Kentucky,21,Jefferson,111,49,592,592,0,15,25.5,12
1970,Kentucky,21,Jefferson,111,50,1253,1253,99148,50,25.5,45
1970,Kentucky,21,Jefferson,111,51,2103,2103,68641,69,25.5,150
1970,Kentucky,21,Jefferson,111,52,2751,2751,83894,70,25.5,135
1970,Kentucky,21,Jefferson,111,53,692,692,68641,104,25.5,52
1970,Kentucky,21,Jefferson,111,54,183,183,38134,0,25.5,141
1970,Kentucky,21,Jefferson,111,55,1144,1144,53387,8,25.5,819
1970,Kentucky,21,Jefferson,111,56,1768,1768,68641,38,25.5,783
1970,Kentucky,21,Jefferson,111,57,639,639,38134,0,25.5,209
1970,Kentucky,21,Jefferson,111,58,14,14,0,0,25.5,5
1970,Kentucky,21,Jefferson,111,59,1979,1979,38134,34,25.5,272
1970,Kentucky,21,Jefferson,111,60,809,809,38134,10,25.5,402
1970,Kentucky,21,Jefferson,111,61,497,497,53387,16,25.5,76
1970,Kentucky,21,Jefferson,111,62,1437,1437,38134,14,25.5,633
1970,Kentucky,21,Jefferson,111,63,1592,1592,53387,25,25.5,1137
1970,Kentucky,21,Jefferson,111,64,1181,1181,53387,45,25.5,485
1970,Kentucky,21,Jefferson,111,65,970,969,53387,6,25.5,581
1970,Kentucky,21,Jefferson,111,66,1749,1749,53387,0,25.5,269
1970,Kentucky,21,Jefferson,111,67,637,637,53387,16,25.5,436
1970,Kentucky,21,Jefferson,111,68,1149,1149,53387,17,25.5,931
1970,Kentucky,21,Jefferson,111,69,1072,1071,53387,10,25.5,852
1970,Kentucky,21,Jefferson,111,70,1061,1061,83894,18,25.5,898
1970,Kentucky,21,Jefferson,111,71,1834,1834,68641,35,25.5,1385
1970,Kentucky,21,Jefferson,111,72,134,134,53387,0,25.5,42
1970,Kentucky,21,Jefferson,111,73,271,271,38134,3,25.5,116
1970,Kentucky,21,Jefferson,111,74,1247,1247,53387,23,25.5,588
1970,Kentucky,21,Jefferson,111,7501,1361,1359,228804,98,15.5,1300
1970,Kentucky,21,Jefferson,111,7502,966,1146,228804,67,15.5,1134
1970,Kentucky,21,Jefferson,111,76,3512,3511,83894,231,15.5,1417
1970,Kentucky,21,Jefferson,111,77,1110,1110,18303,49,25.5,735
1970,Kentucky,21,Jefferson,111,78,1682,1682,99148,75,25.5,1334
1970,Kentucky,21,Jefferson,111,79,985,985,83894,30,25.5,470
1970,Kentucky,21,Jefferson,111,80,424,424,53387,10,25.5,326
1970,Kentucky,21,Jefferson,111,81,1400,1400,38134,5,25.5,887
1970,Kentucky,21,Jefferson,111,82,2610,2610,114402,71,25.5,580
1970,Kentucky,21,Jefferson,111,83,1357,1357,83894,116,25.5,655
1970,Kentucky,21,Jefferson,111,84,1530,1530,83894,80,25.5,1005
1970,Kentucky,21,Jefferson,111,85,1124,1120,114402,56,25.5,392
1970,Kentucky,21,Jefferson,111,86,294,294,18303,5,25.5,234
1970,Kentucky,21,Jefferson,111,87,1216,1214,228804,108,15.5,1014
1970,Kentucky,21,Jefferson,111,88,1547,1547,137283,170,25.5,929
1970,Kentucky,21,Jefferson,111,89,1602,1601,114402,109,25.5,1336
1970,Kentucky,21,Jefferson,111,90,2773,2773,83894,91,25.5,2090
1970,Kentucky,21,Jefferson,111,91,3193,3193,99148,106,8,2385
1970,Kentucky,21,Jefferson,111,92,1457,1457,83894,20,25.5,1178
1970,Kentucky,21,Jefferson,111,93,1771,1771,99148,100,25.5,1535
1970,Kentucky,21,Jefferson,111,94,1355,1354,68641,38,25.5,908
1970,Kentucky,21,Jefferson,111,95,296,296,114402,26,15.5,283
1970,Kentucky,21,Jefferson,111,96,1744,1744,18303,103,15.5,1399
1970,Kentucky,21,Jefferson,111,97,1023,1023,99148,87,15.5,900
1970,Kentucky,21,Jefferson,111,98,1389,1389,114402,42,25.5,1157
1970,Kentucky,21,Jefferson,111,99,1396,1395,137283,53,15.5,983
1970,Kentucky,21,Jefferson,111,10001,1360,1360,18303,46,15.5,1275
1970,Kentucky,21,Jefferson,111,10002,1456,1456,18303,50,8,1407
1970,Kentucky,21,Jefferson,111,10003,2428,2428,137283,110,8,2208
1970,Kentucky,21,Jefferson,111,10101,1156,1154,83894,29,15.5,1139
1970,Kentucky,21,Jefferson,111,10102,868,867,18303,54,15.5,853
1970,Kentucky,21,Jefferson,111,102,22,22,137283,16,15.5,22
1970,Kentucky,21,Jefferson,111,10301,1168,1471,228804,72,3.5,1434
1970,Kentucky,21,Jefferson,111,10302,436,615,99148,6,25.5,578
1970,Kentucky,21,Jefferson,111,104,2178,2177,137283,97,15.5,2074
1970,Kentucky,21,Jefferson,111,105,1542,1542,18303,163,15.5,1207
1970,Kentucky,21,Jefferson,111,106,2012,2012,114402,61,25.5,1247
1970,Kentucky,21,Jefferson,111,107,2168,2167,18303,68,8,2084
1970,Kentucky,21,Jefferson,111,108,1328,1327,114402,28,15.5,1121
1970,Kentucky,21,Jefferson,111,10901,2062,2062,114402,118,15.5,1496
1970,Kentucky,21,Jefferson,111,10902,1827,1827,114402,59,15.5,1637
1970,Kentucky,21,Jefferson,111,11001,4340,4340,137283,143,8,3471
1970,Kentucky,21,Jefferson,111,11002,1519,1519,83894,21,8,641
1970,Kentucky,21,Jefferson,111,111,4892,4890,114402,153,8,4446
1970,Kentucky,21,Jefferson,111,112,1954,1954,114402,146,8,738
1970,Kentucky,21,Jefferson,111,113,3265,3265,83894,63,15.5,2681
1970,Kentucky,21,Jefferson,111,11401,1799,1799,83894,48,15.5,1560
1970,Kentucky,21,Jefferson,111,11402,2906,2906,99148,118,8,1967
1970,Kentucky,21,Jefferson,111,11501,3954,3954,114402,70,8,3620
1970,Kentucky,21,Jefferson,111,11502,1287,1287,137283,10,8,1272
1970,Kentucky,21,Jefferson,111,116,47,1072,83894,21,25.5,1029
1970,Kentucky,21,Jefferson,111,11701,1771,1769,99148,33,8,1761
1970,Kentucky,21,Jefferson,111,11702,2112,2112,83894,30,8,2036
1970,Kentucky,21,Jefferson,111,11703,644,945,99148,10,15.5,928
1970,Kentucky,21,Jefferson,111,118,2015,2015,68641,54,15.5,1874
1970,Kentucky,21,Jefferson,111,11901,1310,1310,68641,16,8,1128
1970,Kentucky,21,Jefferson,111,11902,2209,2209,99148,60,8,1822
1970,Kentucky,21,Jefferson,111,11903,2607,2607,114402,89,8,2185
1970,Kentucky,21,Jefferson,111,120,3115,3256,68641,24,15.5,3063
1970,Kentucky,21,Jefferson,111,12101,2370,2491,83894,166,15.5,2332
1970,Kentucky,21,Jefferson,111,12102,3827,3826,99148,227,15.5,3325
1970,Kentucky,21,Jefferson,111,122,3355,3355,114402,65,15.5,2948
1970,Kentucky,21,Jefferson,111,123,1654,1654,114402,30,15.5,1620
1970,Kentucky,21,Jefferson,111,12401,2507,2507,99148,15,8,2378
1970,Kentucky,21,Jefferson,111,12402,3325,3325,99148,90,8,3224
1970,Kentucky,21,Jefferson,111,12403,2312,2311,83894,42,15.5,2247
1970,Kentucky,21,Jefferson,111,125,4368,4368,99148,42,15.5,3092
1970,Kentucky,21,Jefferson,111,12601,2774,2774,114402,39,15.5,2306
1970,Kentucky,21,Jefferson,111,12602,2967,2967,99148,62,15.5,2649
1970,Kentucky,21,Jefferson,111,127,3663,3652,83894,74,15.5,2991
1970,Kentucky,21,Jefferson,111,128,2611,2611,83894,57,15.5,2115
1970,Kentucky,21,Jefferson,111,129,301,301,18303,5,25.5,241
1970,Kentucky,21,Jefferson,111,130,645,645,137283,13,25.5,555
1970,Kentucky,21,Jefferson,111,131,948,948,137283,64,25.5,862
1970,Kentucky,21,Jefferson,111,132,262,262,137283,23,25.5,262
1980,Kentucky,21,Jefferson,111,1,345,40,50277,18,41,262
1980,Kentucky,21,Jefferson,111,2,860,79,40,13,41,555
1980,Kentucky,21,Jefferson,111,3,609,39,50277,4,35.5,541
1980,Kentucky,21,Jefferson,111,4,1633,65,64642,16,35.5,1482
1980,Kentucky,21,Jefferson,111,5,649,62,40,0,41,531
1980,Kentucky,21,Jefferson,111,6,888,87,50277,0,41,698
1980,Kentucky,21,Jefferson,111,7,1283,117,50277,0,35.5,964
1980,Kentucky,21,Jefferson,111,8,849,56,64642,19,35.5,694
1980,Kentucky,21,Jefferson,111,9,958,55,64642,31,41,678
1980,Kentucky,21,Jefferson,111,10,1393,142,50277,3,41,1147
1980,Kentucky,21,Jefferson,111,11,1578,88,64642,18,35.5,1368
1980,Kentucky,21,Jefferson,111,12,853,28,64642,6,35.5,778
1980,Kentucky,21,Jefferson,111,13,519,35,64642,0,25.5,461
1980,Kentucky,21,Jefferson,111,14,1500,100,64642,19,25.5,1042
1980,Kentucky,21,Jefferson,111,15,1677,155,50277,13,35.5,1468
1980,Kentucky,21,Jefferson,111,16,1363,103,50277,15,41,1185
1980,Kentucky,21,Jefferson,111,17,1066,87,50277,0,41,910
1980,Kentucky,21,Jefferson,111,18,858,84,40,0,41,701
1980,Kentucky,21,Jefferson,111,19,808,202,40,4,41,504
1980,Kentucky,21,Jefferson,111,20,1062,180,40,0,41,721
1980,Kentucky,21,Jefferson,111,21,1413,131,40,34,41,1071
1980,Kentucky,21,Jefferson,111,22,709,51,28730.1,5,41,573
1980,Kentucky,21,Jefferson,111,23,1407,175,28730.1,20,41,1108
1980,Kentucky,21,Jefferson,111,24,783,189,40,0,41,532
1980,Kentucky,21,Jefferson,111,25,517,170,40,4,41,291
1980,Kentucky,21,Jefferson,111,26,419,54,40,0,41,336
1980,Kentucky,21,Jefferson,111,27,1332,181,40,6,41,1053
1980,Kentucky,21,Jefferson,111,28,975,48,50277,20,35.5,792
1980,Kentucky,21,Jefferson,111,29,151,13,0,0,15.5,56
1980,Kentucky,21,Jefferson,111,30,1489,31,50277,53,25.5,1277
1980,Kentucky,21,Jefferson,111,32,210,26,40,0,41,171
1980,Kentucky,21,Jefferson,111,33,523,148,28730.1,0,41,332
1980,Kentucky,21,Jefferson,111,34,363,106,28730.1,0,41,253
1980,Kentucky,21,Jefferson,111,35,937,74,50277,12,35.5,435
1980,Kentucky,21,Jefferson,111,36,2458,79,64642,50,35.5,2000
1980,Kentucky,21,Jefferson,111,37,986,110,50277,85,41,656
1980,Kentucky,21,Jefferson,111,38,1361,40,64642,20,35.5,1237
1980,Kentucky,21,Jefferson,111,39,1863,51,64642,19,35.5,1515
1980,Kentucky,21,Jefferson,111,40,876,71,64642,29,41,659
1980,Kentucky,21,Jefferson,111,41,1219,105,64642,21,41,683
1980,Kentucky,21,Jefferson,111,42,657,14,64642,0,35.5,630
1980,Kentucky,21,Jefferson,111,4301,1724,139,64642,38,15.5,853
1980,Kentucky,21,Jefferson,111,4302,1448,39,50277,17,25.5,1311
1980,Kentucky,21,Jefferson,111,44,1991,68,79007,51,35.5,1300
1980,Kentucky,21,Jefferson,111,45,1487,38,79007,55,25.5,1225
1980,Kentucky,21,Jefferson,111,46,1750,57,93372,20,35.5,1340
1980,Kentucky,21,Jefferson,111,47,58,5,0,34,35.5,6
1980,Kentucky,21,Jefferson,111,48,18,4,0,0,41,4
1980,Kentucky,21,Jefferson,111,49,1441,145,50277,18,25.5,172
1980,Kentucky,21,Jefferson,111,50,876,108,50277,31,15.5,134
1980,Kentucky,21,Jefferson,111,51,2356,365,79007,121,41,320
1980,Kentucky,21,Jefferson,111,52,2360,348,107737,128,41,326
1980,Kentucky,21,Jefferson,111,53,589,71,107737,313,41,89
1980,Kentucky,21,Jefferson,111,54,109,8,40,0,35.5,90
1980,Kentucky,21,Jefferson,111,55,1025,69,50277,5,41,798
1980,Kentucky,21,Jefferson,111,56,2129,60,64642,153,35.5,1153
1980,Kentucky,21,Jefferson,111,57,316,53,40,0,41,176
1980,Kentucky,21,Jefferson,111,58,0,0,0,0,0,0
1980,Kentucky,21,Jefferson,111,59,1920,110,40,64,25.5,1112
1980,Kentucky,21,Jefferson,111,60,551,150,28730.1,13,41,346
1980,Kentucky,21,Jefferson,111,61,234,56,40,0,41,67
1980,Kentucky,21,Jefferson,111,62,1158,167,28730.1,27,35.5,726
1980,Kentucky,21,Jefferson,111,63,1380,113,40,26,41,1078
1980,Kentucky,21,Jefferson,111,64,1056,102,50277,11,41,481
1980,Kentucky,21,Jefferson,111,65,966,110,40,10,41,621
1980,Kentucky,21,Jefferson,111,66,1463,324,64642,70,41,397
1980,Kentucky,21,Jefferson,111,67,597,67,40,15,41,439
1980,Kentucky,21,Jefferson,111,68,1097,51,50277,34,41,922
1980,Kentucky,21,Jefferson,111,69,1148,44,50277,28,41,926
1980,Kentucky,21,Jefferson,111,70,1059,33,79007,17,41,931
1980,Kentucky,21,Jefferson,111,71,1795,80,64642,11,41,1425
1980,Kentucky,21,Jefferson,111,72,76,9,64642,5,41,32
1980,Kentucky,21,Jefferson,111,73,202,28,40,5,41,131
1980,Kentucky,21,Jefferson,111,74,1201,100,64642,77,41,676
1980,Kentucky,21,Jefferson,111,7501,1751,68,359126,167,25.5,1684
1980,Kentucky,21,Jefferson,111,7502,1538,48,359126,66,15.5,1438
1980,Kentucky,21,Jefferson,111,7601,1040,45,129285,18,35.5,623
1980,Kentucky,21,Jefferson,111,7602,2044,121,93372,136,15.5,804
1980,Kentucky,21,Jefferson,111,7603,1010,44,107737,18,15.5,683
1980,Kentucky,21,Jefferson,111,77,1244,57,0,0,0,0
1980,Kentucky,21,Jefferson,111,78,1671,36,129285,70,41,1348
1980,Kentucky,21,Jefferson,111,79,960,37,107737,27,41,498
1980,Kentucky,21,Jefferson,111,80,392,17,50277,9,41,317
1980,Kentucky,21,Jefferson,111,81,1258,104,40,0,41,864
1980,Kentucky,21,Jefferson,111,82,2784,290,186745,74,41,822
1980,Kentucky,21,Jefferson,111,83,1368,43,129285,60,41,719
1980,Kentucky,21,Jefferson,111,84,1519,46,107737,101,41,1043
1980,Kentucky,21,Jefferson,111,85,1192,46,186745,63,41,461
1980,Kentucky,21,Jefferson,111,86,264,5,258570,26,35.5,241
1980,Kentucky,21,Jefferson,111,87,1401,24,258570,165,25.5,1215
1980,Kentucky,21,Jefferson,111,88,1635,59,186745,63,41,973
1980,Kentucky,21,Jefferson,111,89,1620,38,129285,66,41,1343
1980,Kentucky,21,Jefferson,111,90,3022,130,93372,73,25.5,2730
1980,Kentucky,21,Jefferson,111,9101,616,18,0,0,0,596
1980,Kentucky,21,Jefferson,111,9102,3193,155,93372,60,15.5,2105
1980,Kentucky,21,Jefferson,111,92,1394,53,79007,32,35.5,1128
1980,Kentucky,21,Jefferson,111,93,1792,46,107737,73,25.5,1550
1980,Kentucky,21,Jefferson,111,94,1404,54,64642,17,35.5,1004
1980,Kentucky,21,Jefferson,111,95,354,8,186745,16,25.5,339
